season,weather,Day,Month,DayPeriod,temp,humidity,windspeed,casual,registered,rented_bikes_count,Year,Profit
Summer,Mist,Monday,April,afternoon,,23.0,32.9975,78,308,386,2011,2665.828767123288
Summer,Mist,Thursday,June,evening,34.44,,22.0028,55,271,326,2011,2111.128767123288
Spring,Clear,Saturday,February,morning,10.66,70.0,7.0015,10,76,86,2012,498.6287671232877
Summer,Clear,Sunday,June,morning,21.32,72.0,6.0032,18,30,48,2012,438.4287671232877
Summer,Clear,Friday,May,morning,24.6,78.0,0.0,32,262,294,2012,1676.8287671232877
Winter,Clear,Wednesday,November,morning,,69.0,12.998,0,6,6,2012,25.628767123287677
Spring,Clear,Friday,January,morning,9.02,,,10,204,214,2012,1049.0287671232877
Fall,Rainy,Saturday,September,evening,26.24,,,21,83,104,2012,717.9287671232877
Fall,Rainy,Sunday,August,afternoon,30.34,,43.0006,63,131,194,2011,1646.7287671232878
Summer,Clear,Monday,April,afternoon,27.88,34.0,22.0028,47,92,139,2011,1203.8287671232877
Winter,Rainy,Tuesday,October,afternoon,25.42,,8.9981,46,328,374,2012,2201.428767123288
Spring,Clear,Tuesday,March,afternoon,28.7,34.0,19.9995,96,638,734,2012,4394.428767123288
Spring,Clear,Monday,February,afternoon,24.6,15.0,32.9975,14,76,90,2011,567.4287671232877
Fall,Clear,Tuesday,July,morning,,74.0,7.0015,8,126,134,2011,679.2287671232876
Fall,Clear,Tuesday,July,morning,,65.0,,15,24,39,2011,361.0287671232877
Fall,Rainy,Monday,July,morning,29.52,79.0,7.0015,11,32,43,2012,326.6287671232877
Fall,Clear,Monday,September,afternoon,,66.0,11.0014,145,337,482,2012,3942.928767123288
Spring,Clear,Wednesday,February,morning,16.4,,,0,1,1,2012,4.128767123287672
Spring,Clear,Friday,February,morning,4.1,49.0,,2,12,14,2011,85.82876712328768
Fall,Mist,Monday,August,morning,29.52,79.0,8.9981,0,5,5,2012,21.328767123287676
Spring,Clear,Friday,March,evening,,,16.9979,3,34,37,2011,197.62876712328767
Spring,Rainy,Saturday,February,morning,9.02,,,0,8,8,2011,34.22876712328767
Winter,Rainy,Tuesday,December,afternoon,13.12,,15.0013,21,580,601,2012,2855.028767123288
Winter,Mist,Wednesday,October,morning,18.86,88.0,,2,6,8,2012,60.02876712328767
Winter,Clear,Monday,October,morning,21.32,,,2,3,5,2011,47.12876712328767
Fall,Mist,Friday,August,afternoon,31.16,62.0,,63,169,232,2011,1810.128767123288
Summer,Mist,Tuesday,May,morning,,68.0,,0,5,5,2012,21.328767123287676
Spring,Mist,Thursday,February,morning,13.12,,8.9981,2,42,44,2012,214.8287671232877
Winter,Mist,Tuesday,November,evening,12.3,56.0,15.0013,17,136,153,2012,877.0287671232877
Spring,Clear,Saturday,February,morning,15.58,17.0,39.0007,9,36,45,2011,309.4287671232877
Fall,Clear,Monday,July,evening,31.98,49.0,11.0014,170,205,375,2011,3805.328767123288
Winter,Clear,Friday,October,morning,18.04,88.0,0.0,19,48,67,2011,533.0287671232877
Winter,Rainy,Monday,October,evening,,83.0,6.0032,12,227,239,2012,1182.3287671232877
Winter,Rainy,Tuesday,December,evening,13.12,,15.0013,9,248,257,2012,1221.0287671232877
Summer,Rainy,Sunday,April,morning,,94.0,,31,50,81,2011,748.0287671232877
Spring,Clear,Saturday,February,afternoon,18.04,,22.0028,186,218,404,2012,4136.428767123288
Summer,Clear,Tuesday,April,morning,,77.0,23.9994,11,38,49,2011,352.4287671232877
Summer,Clear,Sunday,April,evening,,50.0,26.0027,25,65,90,2012,709.3287671232877
Summer,Clear,Thursday,April,morning,,41.0,19.0012,5,15,20,2011,150.32876712328766
Fall,Mist,Saturday,August,evening,28.7,,22.0028,24,96,120,2011,825.4287671232877
Summer,Clear,Monday,May,morning,18.86,88.0,,8,134,142,2012,713.6287671232876
Spring,Clear,Saturday,January,morning,,75.0,7.0015,0,64,64,2012,275.02876712328765
Summer,Mist,Saturday,April,evening,22.96,,8.9981,53,167,220,2012,1629.5287671232877
Fall,Clear,Friday,August,morning,27.06,83.0,,2,35,37,2012,184.72876712328767
Summer,Clear,Saturday,April,morning,13.94,,8.9981,43,90,133,2011,1126.4287671232876
Spring,Mist,Friday,March,morning,,,,14,67,81,2011,528.7287671232876
Winter,Clear,Wednesday,November,morning,,49.0,16.9979,25,126,151,2012,971.6287671232876
Summer,Clear,Friday,June,morning,27.06,,19.0012,49,155,204,2012,1509.1287671232876
Spring,Clear,Wednesday,March,morning,,56.0,19.0012,0,4,4,2012,17.028767123287672
Fall,Clear,Saturday,September,evening,28.7,74.0,,147,148,295,2011,3164.628767123288
Winter,Clear,Sunday,December,morning,16.4,,19.9995,40,210,250,2012,1590.8287671232877
Summer,Mist,Saturday,June,afternoon,29.52,37.0,,238,304,542,2012,5400.628767123288
Winter,Mist,Thursday,October,morning,,,,60,158,218,2012,1711.2287671232878
Summer,Mist,Friday,April,afternoon,13.94,46.0,22.0028,36,245,281,2011,1672.5287671232877
Fall,Clear,Sunday,September,morning,31.16,,,214,221,435,2011,4630.928767123288
Fall,Clear,Friday,July,evening,27.06,83.0,16.9979,46,158,204,2011,1470.4287671232876
Spring,Mist,Monday,March,afternoon,12.3,53.0,12.998,20,110,130,2012,816.8287671232877
Winter,Clear,Thursday,October,evening,26.24,,8.9981,29,203,232,2012,1371.5287671232877
Spring,Clear,Saturday,February,evening,11.48,38.0,11.0014,2,39,41,2011,201.92876712328768
Winter,Rainy,Thursday,November,morning,14.76,,7.0015,21,310,331,2012,1694.0287671232877
Winter,Mist,Tuesday,December,afternoon,22.14,64.0,,39,233,272,2012,1672.5287671232877
Spring,Clear,Thursday,February,morning,8.2,40.0,23.9994,2,67,69,2011,322.32876712328766
Fall,Clear,Tuesday,September,morning,,83.0,23.9994,6,166,172,2011,816.8287671232877
Spring,Clear,Thursday,January,afternoon,9.02,41.0,26.0027,3,39,42,2011,219.12876712328767
Winter,Mist,Thursday,November,afternoon,15.58,54.0,,20,197,217,2012,1190.9287671232876
Fall,Clear,Saturday,September,afternoon,30.34,,12.998,170,261,431,2011,4046.128767123288
Summer,Clear,Thursday,April,evening,18.86,63.0,8.9981,19,126,145,2011,868.4287671232877
Spring,Mist,Wednesday,January,afternoon,5.74,43.0,16.9979,9,82,91,2012,507.2287671232877
Fall,Clear,Wednesday,September,afternoon,31.16,,12.998,82,757,839,2012,4665.328767123287
Winter,Clear,Sunday,October,morning,16.4,62.0,8.9981,9,39,48,2011,322.32876712328766
Fall,Mist,Monday,September,morning,30.34,,15.0013,135,224,359,2012,3285.028767123288
Winter,Clear,Monday,November,afternoon,13.94,46.0,15.0013,19,523,542,2012,2575.528767123288
Summer,Clear,Tuesday,May,afternoon,28.7,58.0,,36,122,158,2011,1143.6287671232876
Summer,Clear,Sunday,June,afternoon,33.62,56.0,16.9979,96,219,315,2011,2592.728767123288
Summer,Mist,Thursday,May,evening,,77.0,,16,87,103,2011,649.1287671232876
Spring,Clear,Wednesday,January,morning,10.66,33.0,,5,74,79,2011,404.0287671232877
Fall,Clear,Tuesday,August,evening,29.52,66.0,11.0014,53,114,167,2012,1401.6287671232876
Winter,Clear,Wednesday,December,afternoon,19.68,33.0,,39,179,218,2012,1440.3287671232877
Spring,Mist,Friday,February,evening,,70.0,,1,30,31,2011,146.02876712328765
Fall,Mist,Thursday,July,morning,36.9,35.0,19.9995,107,137,244,2012,2429.328767123288
Fall,Mist,Wednesday,September,morning,21.32,,23.9994,0,10,10,2012,42.82876712328767
Summer,Clear,Saturday,May,afternoon,23.78,,15.0013,138,216,354,2011,3302.228767123288
Summer,Clear,Sunday,June,morning,28.7,65.0,,18,71,89,2011,614.7287671232876
Winter,Mist,Tuesday,October,morning,22.96,73.0,0.0,1,30,31,2012,146.02876712328765
Winter,Mist,Friday,November,morning,,76.0,0.0,2,8,10,2011,68.62876712328767
Winter,Mist,Saturday,October,morning,,76.0,,21,100,121,2011,791.0287671232877
Fall,Mist,Friday,July,morning,31.16,45.0,8.9981,68,220,288,2012,2115.428767123288
Winter,Mist,Wednesday,December,morning,,100.0,,2,4,6,2011,51.42876712328767
Summer,Mist,Saturday,May,afternoon,22.14,,,107,188,295,2011,2648.628767123288
Fall,Clear,Sunday,August,morning,27.06,57.0,6.0032,44,143,187,2012,1371.5287671232877
Winter,Clear,Thursday,December,morning,9.84,52.0,12.998,23,122,145,2012,920.0287671232876
Spring,Clear,Thursday,March,evening,17.22,47.0,,7,190,197,2012,937.2287671232876
Spring,Clear,Sunday,March,afternoon,14.76,37.0,23.9994,108,256,364,2012,2958.228767123288
Spring,Clear,Thursday,March,afternoon,,,19.9995,38,323,361,2012,2042.328767123288
Spring,Clear,Tuesday,January,afternoon,,63.0,30.0026,20,442,462,2012,2244.428767123288
Spring,Clear,Saturday,January,morning,15.58,76.0,,12,24,36,2011,309.4287671232877
Fall,Clear,Thursday,July,afternoon,35.26,44.0,,46,151,197,2012,1440.3287671232877
Summer,Rainy,Saturday,May,morning,19.68,100.0,,4,28,32,2011,189.02876712328765
Winter,Rainy,Monday,December,morning,16.4,76.0,7.0015,29,125,154,2011,1036.1287671232876
Spring,Rainy,Tuesday,February,afternoon,,,16.9979,21,77,98,2011,692.1287671232876
Fall,Clear,Thursday,July,afternoon,34.44,,6.0032,70,288,358,2012,2442.228767123288
Spring,Clear,Tuesday,February,morning,,49.0,27.9993,7,12,19,2011,171.82876712328766
Winter,Clear,Saturday,December,afternoon,,53.0,,31,193,224,2011,1362.9287671232876
Spring,Clear,Sunday,February,morning,10.66,52.0,16.9979,49,142,191,2012,1453.2287671232878
Spring,Clear,Monday,February,morning,4.92,50.0,,7,198,205,2012,971.6287671232876
Winter,Clear,Sunday,October,morning,,82.0,,5,6,11,2012,111.62876712328767
Summer,Clear,Friday,April,afternoon,22.96,24.0,11.0014,117,621,738,2012,4682.528767123287
Summer,Rainy,Tuesday,May,afternoon,26.24,73.0,,54,335,389,2012,2369.128767123288
Summer,Mist,Thursday,April,morning,18.86,,0.0,39,114,153,2011,1160.8287671232877
Summer,Rainy,Tuesday,June,morning,27.06,83.0,,8,57,65,2012,382.5287671232877
Summer,Clear,Tuesday,June,afternoon,30.34,,8.9981,69,203,272,2012,2059.528767123288
Winter,Clear,Sunday,December,evening,9.84,60.0,,10,94,104,2011,576.0287671232877
Summer,Clear,Tuesday,April,morning,13.12,66.0,6.0032,14,327,341,2012,1646.7287671232878
Spring,Clear,Wednesday,January,morning,,85.0,11.0014,0,5,5,2012,21.328767123287676
Spring,Clear,Tuesday,January,morning,5.74,63.0,8.9981,0,1,1,2011,4.128767123287672
Fall,Mist,Tuesday,September,morning,25.42,94.0,23.9994,2,5,7,2012,55.72876712328767
Spring,Mist,Saturday,February,morning,10.66,81.0,11.0014,25,196,221,2012,1272.6287671232876
Fall,Clear,Thursday,August,morning,27.06,83.0,6.0032,3,8,11,2012,85.82876712328768
Spring,Clear,Thursday,February,evening,19.68,55.0,22.0028,14,161,175,2011,932.9287671232876
Spring,Clear,Saturday,January,evening,12.3,,19.0012,5,39,44,2011,253.52876712328765
Fall,Clear,Tuesday,July,evening,,62.0,16.9979,77,168,245,2011,2046.628767123288
Summer,Mist,Wednesday,April,morning,19.68,55.0,8.9981,47,316,363,2012,2167.028767123288
Fall,Mist,Sunday,September,afternoon,26.24,41.0,,240,454,694,2012,6080.028767123287
Fall,Mist,Sunday,July,afternoon,37.72,33.0,16.9979,98,346,444,2012,3173.228767123288
Spring,Clear,Wednesday,February,afternoon,15.58,,26.0027,2,61,63,2011,296.52876712328765
Fall,Clear,Wednesday,July,morning,27.88,79.0,6.0032,19,140,159,2012,928.6287671232876
Winter,Clear,Sunday,November,morning,,81.0,0.0,6,23,29,2011,201.92876712328768
Spring,Clear,Saturday,January,afternoon,13.12,36.0,19.0012,29,54,83,2011,730.8287671232877
Fall,Clear,Saturday,August,afternoon,36.08,40.0,26.0027,183,289,472,2012,4390.128767123288
Spring,Mist,Friday,February,morning,11.48,61.0,6.0032,2,11,13,2012,81.52876712328768
Summer,Mist,Wednesday,April,morning,15.58,,15.0013,2,63,65,2011,305.1287671232877
Winter,Mist,Monday,December,evening,18.86,82.0,,15,190,205,2011,1074.8287671232877
Summer,Mist,Saturday,June,afternoon,32.8,,,169,225,394,2011,3874.128767123288
Winter,Mist,Monday,December,morning,,82.0,,3,18,21,2012,128.82876712328766
Summer,Mist,Saturday,June,afternoon,30.34,,12.998,118,263,381,2011,3160.328767123288
Winter,Mist,Saturday,December,morning,,81.0,,5,18,23,2012,163.22876712328767
Summer,Clear,Saturday,May,morning,,59.0,,4,3,7,2011,81.52876712328768
Fall,Clear,Wednesday,July,evening,27.88,,,20,78,98,2011,679.2287671232876
Winter,Clear,Friday,December,evening,12.3,,0.0,9,131,140,2011,717.9287671232877
Fall,Mist,Wednesday,August,morning,27.88,,,34,316,350,2012,1943.428767123288
Summer,Clear,Wednesday,April,morning,17.22,,6.0032,0,27,27,2012,115.92876712328768
Fall,Clear,Tuesday,August,morning,,36.0,19.9995,50,90,140,2011,1246.8287671232877
Fall,Clear,Thursday,August,evening,27.06,74.0,0.0,19,137,156,2012,915.7287671232876
Summer,Clear,Thursday,April,evening,22.14,,0.0,37,222,259,2011,1590.8287671232877
Spring,Clear,Saturday,February,morning,,69.0,6.0032,3,27,30,2011,167.52876712328765
Winter,Clear,Tuesday,October,morning,,88.0,,1,4,5,2012,34.22876712328767
Fall,Clear,Friday,July,morning,,79.0,,2,4,6,2011,51.42876712328767
Fall,Clear,Friday,August,morning,,73.0,11.0014,0,9,9,2012,38.52876712328767
Summer,Clear,Thursday,June,morning,27.06,,15.0013,67,170,237,2012,1883.228767123288
Fall,Clear,Sunday,July,evening,29.52,,15.0013,65,116,181,2011,1616.6287671232876
Winter,Clear,Friday,November,evening,13.94,49.0,12.998,21,157,178,2012,1036.1287671232876
Summer,Clear,Wednesday,April,evening,22.96,22.0,11.0014,30,151,181,2012,1165.1287671232876
Winter,Clear,Wednesday,December,evening,14.76,,,10,231,241,2012,1165.1287671232876
Spring,Clear,Monday,January,morning,6.56,50.0,,7,50,57,2011,335.22876712328764
Winter,Clear,Wednesday,November,morning,,,23.9994,18,153,171,2012,967.3287671232875
Winter,Clear,Friday,December,morning,8.2,69.0,6.0032,13,623,636,2012,2902.328767123288
Summer,Clear,Saturday,April,afternoon,15.58,82.0,,73,118,191,2011,1762.8287671232877
Spring,Clear,Saturday,January,afternoon,,,19.0012,26,92,118,2011,842.6287671232876
Summer,Clear,Monday,April,morning,15.58,,23.9994,52,265,317,2012,2033.728767123288
Summer,Clear,Sunday,June,afternoon,30.34,51.0,,126,264,390,2011,3302.228767123288
Fall,Mist,Tuesday,September,morning,,89.0,30.0026,13,343,356,2012,1698.3287671232877
Spring,Clear,Wednesday,March,evening,,65.0,12.998,9,18,27,2011,232.02876712328765
Fall,Clear,Saturday,September,evening,,79.0,11.0014,99,120,219,2011,2218.628767123288
Summer,Clear,Saturday,June,evening,24.6,,,96,220,316,2012,2597.028767123288
Fall,Mist,Saturday,August,evening,27.88,79.0,19.0012,67,170,237,2011,1883.228767123288
Fall,Mist,Saturday,September,afternoon,33.62,52.0,35.0008,233,435,668,2012,5877.928767123288
Spring,Clear,Thursday,February,afternoon,7.38,,19.9995,3,59,62,2011,305.1287671232877
Summer,Clear,Thursday,May,morning,19.68,88.0,7.0015,0,3,3,2012,12.728767123287671
Winter,Mist,Wednesday,November,morning,18.86,,6.0032,4,52,56,2011,292.22876712328764
Fall,Mist,Thursday,August,morning,32.8,,7.0015,96,247,343,2012,2713.128767123288
Spring,Clear,Tuesday,March,morning,22.14,73.0,19.0012,64,155,219,2012,1767.1287671232876
Winter,Clear,Friday,October,evening,20.5,,12.998,22,156,178,2011,1049.0287671232877
Summer,Clear,Tuesday,May,evening,,69.0,,57,455,512,2012,2936.728767123288
Summer,Clear,Monday,June,morning,23.78,88.0,0.0,2,3,5,2011,47.12876712328767
Winter,Clear,Friday,October,morning,17.22,82.0,0.0,3,24,27,2011,154.62876712328767
Summer,Clear,Saturday,May,morning,24.6,,,42,111,153,2012,1199.5287671232877
Winter,Mist,Wednesday,October,morning,,88.0,26.0027,15,244,259,2011,1307.0287671232877
Winter,Clear,Sunday,November,morning,15.58,46.0,,150,354,504,2012,4102.028767123287
Fall,Clear,Saturday,September,morning,26.24,,7.0015,22,65,87,2011,657.7287671232876
Fall,Mist,Monday,July,morning,27.88,,,6,33,39,2012,244.92876712328768
Summer,Mist,Sunday,May,evening,27.06,50.0,,107,232,339,2012,2837.828767123288
Spring,Mist,Saturday,February,afternoon,13.12,66.0,15.0013,47,229,276,2012,1792.9287671232876
Summer,Mist,Friday,May,morning,,88.0,11.0014,16,141,157,2011,881.3287671232877
Spring,Clear,Wednesday,February,morning,9.02,,,0,15,15,2011,64.32876712328768
Winter,Rainy,Wednesday,October,morning,,77.0,,1,67,68,2011,305.1287671232877
Spring,Rainy,Saturday,January,morning,,,,0,5,5,2011,21.328767123287676
Summer,Clear,Thursday,June,morning,24.6,,6.0032,56,154,210,2012,1625.2287671232878
Summer,Clear,Friday,April,morning,13.94,49.0,,6,5,11,2012,124.52876712328768
Winter,Clear,Wednesday,December,evening,13.12,66.0,8.9981,4,84,88,2012,429.82876712328766
Winter,Clear,Thursday,October,afternoon,24.6,60.0,12.998,69,284,353,2012,2407.828767123288
Spring,Mist,Friday,February,afternoon,,45.0,8.9981,27,164,191,2012,1169.4287671232876
Spring,Clear,Wednesday,February,afternoon,23.78,,12.998,31,508,539,2012,2717.428767123288
Summer,Clear,Saturday,June,afternoon,33.62,,7.0015,142,232,374,2011,3439.828767123288
Spring,Clear,Saturday,January,morning,5.74,50.0,,0,5,5,2012,21.328767123287676
Spring,Rainy,Friday,January,morning,9.02,,0.0,0,5,5,2011,21.328767123287676
Winter,Clear,Friday,December,morning,13.94,46.0,,10,122,132,2011,696.4287671232877
Winter,Clear,Thursday,November,morning,,65.0,16.9979,1,146,147,2012,644.8287671232877
Summer,Clear,Sunday,June,morning,26.24,,7.0015,19,74,93,2011,644.8287671232877
Winter,Mist,Thursday,November,afternoon,16.4,58.0,11.0014,49,199,248,2012,1698.3287671232877
Spring,Clear,Saturday,March,morning,12.3,33.0,22.0028,56,218,274,2012,1900.428767123288
Spring,Clear,Sunday,February,afternoon,,,11.0014,64,197,261,2012,1947.728767123288
Winter,Rainy,Wednesday,October,afternoon,22.14,,19.0012,8,70,78,2011,438.4287671232877
Summer,Clear,Tuesday,April,morning,18.86,67.0,,1,4,5,2011,34.22876712328767
Winter,Clear,Tuesday,October,afternoon,22.14,,,94,214,308,2012,2536.828767123288
Spring,Clear,Saturday,February,afternoon,,16.0,,52,103,155,2011,1337.1287671232876
Winter,Clear,Monday,November,afternoon,24.6,60.0,,108,312,420,2012,3199.028767123288
Winter,Clear,Monday,December,afternoon,15.58,46.0,12.998,16,362,378,2011,1831.628767123288
Winter,Clear,Friday,October,evening,,,12.998,19,177,196,2011,1087.7287671232878
Summer,Clear,Saturday,April,afternoon,,83.0,39.0007,16,62,78,2011,541.6287671232876
Winter,Clear,Saturday,October,morning,17.22,,,0,6,6,2011,25.628767123287677
Spring,Mist,Sunday,February,morning,9.84,,19.0012,2,12,14,2012,85.82876712328768
Fall,Clear,Monday,July,morning,30.34,66.0,7.0015,48,619,667,2012,3487.128767123288
Summer,Clear,Sunday,June,evening,27.88,34.0,,116,337,453,2012,3444.128767123288
Spring,Rainy,Wednesday,January,afternoon,,87.0,12.998,2,96,98,2012,447.0287671232877
Fall,Clear,Monday,July,morning,31.16,62.0,,52,78,130,2011,1229.6287671232876
Winter,Clear,Thursday,December,evening,21.32,59.0,22.0028,12,209,221,2011,1104.9287671232876
Summer,Clear,Monday,April,morning,17.22,28.0,12.998,11,320,331,2012,1565.0287671232877
Fall,Mist,Saturday,September,morning,,,,10,107,117,2012,631.9287671232877
Fall,Clear,Saturday,August,morning,,,,166,314,480,2012,4205.228767123287
Fall,Mist,Saturday,September,evening,24.6,,11.0014,26,155,181,2012,1113.5287671232877
Spring,Clear,Tuesday,February,afternoon,17.22,38.0,23.9994,19,504,523,2012,2493.828767123288
Spring,Mist,Sunday,February,morning,10.66,65.0,,25,223,248,2012,1388.7287671232878
Summer,Clear,Friday,April,evening,12.3,61.0,6.0032,12,41,53,2011,382.5287671232877
Summer,Mist,Monday,May,morning,,,19.0012,5,6,11,2012,111.62876712328767
Summer,Mist,Tuesday,June,afternoon,32.8,43.0,16.9979,55,141,196,2011,1552.1287671232876
Spring,Clear,Thursday,March,afternoon,,,,30,95,125,2011,924.3287671232875
Winter,Rainy,Thursday,November,morning,,61.0,19.0012,4,164,168,2011,773.8287671232877
Summer,Clear,Wednesday,April,morning,12.3,49.0,7.0015,0,15,15,2011,64.32876712328768
Fall,Clear,Tuesday,July,morning,31.16,,12.998,56,134,190,2012,1539.2287671232878
Fall,Mist,Wednesday,August,morning,29.52,,12.998,57,310,367,2012,2313.228767123288
Spring,Clear,Wednesday,January,evening,,,16.9979,1,164,165,2012,722.2287671232876
Summer,Mist,Friday,May,evening,21.32,83.0,12.998,25,245,270,2011,1483.3287671232877
Fall,Mist,Monday,September,morning,25.42,69.0,12.998,62,233,295,2012,2068.128767123288
Fall,Mist,Friday,July,afternoon,,29.0,0.0,90,486,576,2012,3637.628767123288
Summer,Rainy,Sunday,May,morning,,100.0,,3,11,14,2011,98.72876712328768
Winter,Rainy,Thursday,October,evening,22.14,83.0,,27,202,229,2012,1332.8287671232877
Summer,Clear,Tuesday,April,evening,,40.0,,14,48,62,2012,447.0287671232877
Spring,Clear,Saturday,January,morning,9.02,80.0,0.0,8,32,40,2011,275.02876712328765
Summer,Clear,Monday,April,evening,21.32,,,9,81,90,2011,502.9287671232877
Winter,Clear,Monday,November,afternoon,18.86,,7.0015,18,407,425,2011,2059.528767123288
Fall,Clear,Saturday,September,morning,26.24,,19.9995,39,168,207,2011,1393.0287671232877
Fall,Clear,Sunday,September,afternoon,,60.0,7.0015,66,223,289,2011,2093.928767123288
Spring,Mist,Tuesday,March,afternoon,14.76,62.0,19.9995,18,207,225,2011,1199.5287671232877
Summer,Clear,Sunday,April,morning,,65.0,12.998,10,23,33,2011,270.72876712328764
Summer,Clear,Thursday,May,evening,28.7,,,55,467,522,2012,2953.928767123288
Fall,Mist,Monday,September,evening,25.42,,8.9981,32,308,340,2012,1874.628767123288
Spring,Rainy,Saturday,February,morning,9.02,100.0,8.9981,1,46,47,2011,214.8287671232877
Winter,Clear,Wednesday,December,evening,13.94,,6.0032,12,117,129,2012,709.3287671232877
Summer,Mist,Wednesday,June,morning,25.42,73.0,,41,672,713,2012,3594.628767123288
Spring,Mist,Thursday,March,evening,,,26.0027,20,282,302,2012,1556.4287671232876
Summer,Clear,Thursday,May,morning,20.5,,0.0,3,12,15,2011,103.02876712328768
Spring,Clear,Friday,February,evening,15.58,37.0,,16,266,282,2012,1418.8287671232877
Summer,Clear,Saturday,June,morning,26.24,53.0,,54,152,206,2012,1582.2287671232878
Fall,Clear,Thursday,September,evening,,69.0,,55,408,463,2012,2700.228767123288
Winter,Clear,Wednesday,October,afternoon,,,11.0014,21,180,201,2011,1135.0287671232877
Fall,Clear,Thursday,July,afternoon,,45.0,8.9981,86,739,825,2012,4656.728767123287
Summer,Clear,Saturday,May,morning,16.4,82.0,,1,4,5,2011,34.22876712328767
Summer,Mist,Thursday,June,morning,,65.0,12.998,29,232,261,2011,1496.2287671232878
Spring,Mist,Saturday,February,morning,,75.0,11.0014,5,12,17,2011,137.42876712328766
Summer,Rainy,Tuesday,June,morning,25.42,,,16,287,303,2012,1509.1287671232876
Spring,Clear,Saturday,March,evening,15.58,66.0,6.0032,11,38,49,2011,352.4287671232877
Winter,Clear,Saturday,December,morning,13.12,61.0,11.0014,23,250,273,2012,1470.4287671232876
Fall,Clear,Tuesday,July,morning,30.34,58.0,15.0013,13,102,115,2011,662.0287671232877
Summer,Rainy,Wednesday,June,afternoon,33.62,56.0,,31,278,309,2011,1728.4287671232876
Summer,Mist,Friday,May,evening,,83.0,,25,107,132,2011,889.9287671232877
Spring,Clear,Wednesday,February,afternoon,,,12.998,17,470,487,2012,2313.228767123288
Winter,Clear,Tuesday,November,afternoon,20.5,45.0,,38,148,186,2011,1289.8287671232877
Spring,Clear,Monday,February,morning,,46.0,,0,9,9,2012,38.52876712328767
Winter,Clear,Saturday,October,afternoon,21.32,48.0,27.9993,183,312,495,2012,4489.028767123287
Fall,Mist,Tuesday,August,morning,27.88,,12.998,0,5,5,2012,21.328767123287676
Summer,Mist,Thursday,April,evening,16.4,50.0,8.9981,12,124,136,2012,739.4287671232877
Winter,Rainy,Thursday,October,morning,22.14,100.0,,1,51,52,2011,236.3287671232877
Summer,Clear,Friday,May,morning,22.14,94.0,,8,127,135,2012,683.5287671232877
Spring,Clear,Friday,January,evening,7.38,,,0,68,68,2011,292.22876712328764
Spring,Clear,Sunday,February,morning,,49.0,26.0027,0,2,2,2012,8.42876712328767
Fall,Rainy,Saturday,August,morning,25.42,83.0,,2,19,21,2012,115.92876712328768
Winter,Clear,Sunday,December,morning,,87.0,0.0,2,9,11,2011,72.92876712328767
Spring,Clear,Wednesday,March,afternoon,13.94,76.0,,18,176,194,2011,1066.2287671232878
Fall,Clear,Thursday,August,morning,29.52,74.0,,28,670,698,2012,3362.428767123288
Summer,Mist,Tuesday,May,evening,26.24,65.0,,21,202,223,2012,1229.6287671232876
Spring,Clear,Monday,March,morning,13.12,,22.0028,13,127,140,2011,769.5287671232877
Fall,Clear,Saturday,September,morning,29.52,,,108,252,360,2011,2941.028767123288
Winter,Clear,Tuesday,November,morning,22.96,64.0,23.9994,7,15,22,2011,184.72876712328767
Summer,Clear,Friday,April,afternoon,22.14,26.0,8.9981,107,564,671,2012,4265.428767123288
Fall,Clear,Friday,September,afternoon,,59.0,22.0028,88,684,772,2012,4454.628767123288
Fall,Clear,Tuesday,July,afternoon,33.62,46.0,7.0015,79,466,545,2011,3362.428767123288
Summer,Clear,Wednesday,May,afternoon,20.5,51.0,,13,94,107,2011,627.6287671232876
Summer,Clear,Monday,April,afternoon,32.8,,26.0027,111,601,712,2012,4493.328767123287
Spring,Mist,Wednesday,February,morning,11.48,65.0,,14,124,138,2012,773.8287671232877
Winter,Mist,Saturday,December,morning,16.4,,,43,244,287,2012,1788.6287671232876
Fall,Mist,Wednesday,August,morning,28.7,,,40,642,682,2012,3448.428767123288
Spring,Clear,Friday,February,evening,15.58,,12.998,15,114,129,2012,748.0287671232877
Summer,Clear,Monday,May,morning,18.04,77.0,,9,7,16,2011,184.72876712328767
Winter,Clear,Tuesday,November,morning,9.84,,6.0032,0,2,2,2012,8.42876712328767
Winter,Clear,Thursday,October,evening,,,12.998,2,45,47,2011,227.72876712328767
Fall,Clear,Monday,July,evening,30.34,,11.0014,88,543,631,2012,3848.328767123288
Summer,Clear,Wednesday,May,evening,18.86,,16.9979,12,69,81,2011,502.9287671232877
Winter,Clear,Monday,October,morning,22.96,,,2,15,17,2011,98.72876712328768
Spring,Mist,Wednesday,March,morning,,93.0,7.0015,0,3,3,2011,12.728767123287671
Spring,Clear,Thursday,February,morning,17.22,82.0,0.0,8,140,148,2012,739.4287671232877
Winter,Clear,Friday,November,afternoon,14.76,46.0,,41,539,580,2012,3022.728767123288
Winter,Clear,Friday,December,morning,13.12,70.0,16.9979,15,121,136,2011,778.1287671232876
Summer,Mist,Monday,May,morning,18.86,,,0,2,2,2012,8.42876712328767
Winter,Mist,Monday,October,morning,23.78,,22.0028,15,461,476,2012,2240.128767123288
Fall,Mist,Saturday,September,morning,23.78,,8.9981,8,29,37,2011,262.1287671232877
Fall,Mist,Tuesday,September,evening,24.6,88.0,19.9995,22,302,324,2012,1676.8287671232877
